Time            XCoor     YCoor
0	            538.68	515.794059591
5.00166666667	542.68	515.794059591
25.0016666667	554.68	461.794059591
30.0016666667	552.68	457.794059591
35.0016666667	555.68	459.794059591
40.0016666667	555.68	455.794059591
45.0016666667	564.68	455.794059591
50.0016666667	561.68	452.794059591
55.0016666667	565.68	447.794059591
60.0016666667	561.68	444.794059591
65.0016666667	567.68	447.794059591
70.0016666667	562.68	444.794059591
75.0016666667	559.68	446.794059591
80.0016666667	562.68	445.794059591
85.0016666667	560.68	450.794059591
90.0016666667	558.68	449.794059591
95.0016666667	557.68	453.794059591
100.001666667	554.68	454.794059591
105.001666667	555.68	449.794059591
110.001666667	550.68	448.794059591
115.001666667	557.68	451.794059591
120.001666667	555.68	453.794059591
125.001666667	553.68	449.794059591
130.001666667	555.68	452.794059591
135.001666667	552.68	454.794059591
140.001666667	552.68	457.794059591
145.001666667	550.68	460.794059591
150.001666667	551.68	458.794059591
155.001666667	548.68	461.794059591
160.001666667	548.68	466.794059591
165.001666667	553.68	463.794059591
170.001666667	551.68	459.794059591
175.001666667	548.68	461.794059591
180.001666667	549.68	460.794059591
185.001666667	546.68	465.794059591
190.003333333	548.68	464.794059591
195.003333333	542.68	464.794059591
200.003333333	541.68	465.794059591
205.003333333	545.68	464.794059591
210.003333333	538.68	458.794059591
215.003333333	539.68	463.794059591
220.003333333	545.68	459.794059591
225.003333333	545.68	457.794059591
230.003333333	546.68	457.794059591
235.003333333	545.68	460.794059591
240.003333333	546.68	459.794059591
245.003333333	550.68	461.794059591
250.003333333	550.68	457.794059591
255.003333333	547.68	458.794059591
260.003333333	546.68	457.794059591
265.003333333	547.68	459.794059591
270.003333333	549.68	457.794059591
275.003333333	544.68	456.794059591
280.003333333	544.68	457.794059591
285.003333333	546.68	460.794059591
290.003333333	544.68	457.794059591
295.003333333	539.68	456.794059591
300.003333333	538.68	457.794059591
305.003333333	538.68	456.794059591
310.003333333	536.68	455.794059591
315.003333333	539.68	457.794059591
320.003333333	537.68	455.794059591
325.003333333	537.68	457.794059591
330.003333333	538.68	452.794059591
335.003333333	539.68	456.794059591
340.003333333	541.68	457.794059591
345.003333333	539.68	455.794059591
350.003333333	540.68	455.794059591
355.003333333	536.68	455.794059591
360.003333333	537.68	458.794059591
365.003333333	538.68	460.794059591
370.003333333	541.68	465.794059591
375.005	        543.68	461.794059591
380.005	        536.68	463.794059591
385.005	        536.68	458.794059591
390.005	        533.68	463.794059591
395.005	        529.68	460.794059591
400.005	        526.68	462.794059591
405.005	        527.68	457.794059591
410.005	        522.68	459.794059591
415.005	        523.68	457.794059591
420.005	        522.68	458.794059591
425.005	        523.68	460.794059591
430.005	        522.68	460.794059591
435.005	        522.68	465.794059591
440.005	        522.68	461.794059591
445.005	        523.68	466.794059591
450.005	        524.68	464.794059591
455.005	        521.68	460.794059591
460.005	        523.68	459.794059591
465.005	        527.68	464.794059591
470.005	        522.68	459.794059591
475.005	        522.68	460.794059591
480.005	        521.68	458.794059591
485.005	        515.68	463.794059591
490.005	        517.68	458.794059591
495.005	        514.68	454.794059591
500.005	        513.68	453.794059591
505.005	        510.68	454.794059591
510.005	        512.68	455.794059591
515.005	        512.68	455.794059591
520.005	        509.68	457.794059591
525.005	        512.68	459.794059591
530.005	        510.68	453.794059591
535.005	        515.68	455.794059591
540.005	        518.68	457.794059591
545.005	        515.68	459.794059591
550.005	        516.68	459.794059591
555.005	        515.68	460.794059591
560.006666667	516.68	463.794059591
565.006666667	520.68	462.794059591
570.006666667	520.68	456.794059591
575.006666667	515.68	457.794059591
580.006666667	518.68	455.794059591
585.006666667	511.68	452.794059591
590.006666667	513.68	452.794059591
595.006666667	515.68	448.794059591
